ENSG	Symbol	Mapping	DrugBank
ENSG00000234745	HLA-B	eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Schwartzentruber_2018_ge_sensory_neuron:eQTLGen_cis_eQTLs:GTEx/v8/Brain_Frontal_Cortex_BA9	NA
ENSG00000204525	HLA-C	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Schwartzentruber_2018_ge_sensory_neuron:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Whole_Blood	NA
ENSG00000204257	HLA-DMA	eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLGen_cis_eQTLs:CMC_SVA_cis	NA
ENSG00000242574	HLA-DMB	eQTLcatalogue/BrainSeq_ge_brain:eQTLGen_cis_eQTLs:CMC_SVA_cis	NA
ENSG00000204252	HLA-DOA	eQTLGen_cis_eQTLs	NA
ENSG00000241106	HLA-DOB	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Spleen	NA
ENSG00000231389	HLA-DPA1	eQTLcatalogue/BrainSeq_ge_brain:eQTLGen_cis_eQTLs:CMC_SVA_cis:BRAINEAC/CRBL:BRAINEAC/FCTX:BRAINEAC/aveALL	NA
ENSG00000223865	HLA-DPB1	eQTLGen_cis_eQTLs:CMC_SVA_cis:BRAINEAC/FCTX:BRAINEAC/OCTX:BRAINEAC/aveALL	NA
ENSG00000224557	HLA-DPB2	eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood	NA
ENSG00000196735	HLA-DQA1	Positional;eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Spleen	NA
ENSG00000237541	HLA-DQA2	Positional;eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:BRAINEAC/FCTX:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/PUTM:BRAINEAC/SNIG:BRAINEAC/THAL:BRAINEAC/WHMT:BRAINEAC/aveALL:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Spleen	DB00071
ENSG00000179344	HLA-DQB1	Positional;eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/Schwartzentruber_2018_ge_sensory_neuron:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:BRAINEAC/FCTX:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/SNIG:BRAINEAC/TCTX:BRAINEAC/WHMT:BRAINEAC/aveALL:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Spleen	NA
ENSG00000223534	HLA-DQB1-AS1	Positional;eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Spleen	NA
ENSG00000232629	HLA-DQB2	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Spleen	NA
ENSG00000204287	HLA-DRA	Positional;eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/CEDAR_B-cell_CD19:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLGen_cis_eQTLs:BloodeQTL:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA
ENSG00000196126	HLA-DRB1	Positional;eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/CEDAR_B-cell_CD19:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/CEDAR_T-cell_CD8:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/Kasela_2017_T-cell_CD8:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/Schwartzentruber_2018_ge_sensory_neuron:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Spleen	NA
ENSG00000198502	HLA-DRB5	Positional;eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/CEDAR_B-cell_CD19:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/CEDAR_T-cell_CD8:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/Kasela_2017_T-cell_CD8:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/Schwartzentruber_2018_ge_sensory_neuron:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Spleen	NA
ENSG00000229391	HLA-DRB6	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Spleen	NA
ENSG00000196301	HLA-DRB9	Positional;BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000225851	HLA-S	eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood	NA
ENSG00000267736	HMGB2P1	eQTLGen_cis_eQTLs	NA
ENSG00000180448	HMHA1	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex	NA
ENSG00000237285	HNRNPA1P2	Positional	NA
ENSG00000099783	HNRNPM	eQTLGen_trans_eQTLs	NA
ENSG00000106004	HOXA5	eQTLGen_trans_eQTLs	NA
ENSG00000173917	HOXB2	eQTLGen_cis_eQTLs:GTEx/v8/Brain_Frontal_Cortex_BA9	NA
ENSG00000182742	HOXB4	eQTLGen_cis_eQTLs	NA
ENSG00000087076	HSD17B14	eQTLGen_cis_eQTLs	NA
ENSG00000204388	HSPA1B	eQTLGen_cis_eQTLs:CMC_SVA_cis:GTEx/v8/Whole_Blood	NA
ENSG00000204390	HSPA1L	eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLGen_cis_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA
ENSG00000108622	ICAM2	eQTLGen_cis_eQTLs	NA
ENSG00000115738	ID2	eQTLGen_trans_eQTLs	NA
ENSG00000211890	IGHA2	eQTLGen_trans_eQTLs	DB04676
ENSG00000211892	IGHG4	eQTLGen_trans_eQTLs	NA
ENSG00000211965	IGHV3-49	eQTLGen_trans_eQTLs	NA
ENSG00000132465	IGJ	eQTLGen_trans_eQTLs	DB01593:DB14487:DB14533
ENSG00000216588	IGSF23	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000103522	IL21R	eQTLGen_trans_eQTLs	NA
ENSG00000134460	IL2RA	eQTLGen_trans_eQTLs	DB00004:DB00041:DB00074:DB00111
ENSG00000157368	IL34	eQTLGen_trans_eQTLs	NA
ENSG00000109452	INPP4B	eQTLGen_trans_eQTLs	NA
ENSG00000168918	INPP5D	Positional;eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000101230	ISM1	eQTLGen_trans_eQTLs	NA
ENSG00000005961	ITGA2B	Positional	DB00054:DB00775:DB04863:DB06472
ENSG00000083457	ITGAE	eQTLGen_trans_eQTLs	NA
ENSG00000005844	ITGAL	eQTLGen_trans_eQTLs	DB00095:DB00098:DB00227:DB00641:DB02177:DB03932:DB04724:DB06972:DB07486:DB11611
ENSG00000096433	ITPR3	eQTLGen_cis_eQTLs	DB00201
ENSG00000182264	IZUMO1	Positional	NA
ENSG00000123444	KBTBD4	Positional;PsychENCODE_eQTLs	NA
ENSG00000231880	KBTBD4	Positional	NA
ENSG00000170049	KCNAB3	eQTLGen_trans_eQTLs	NA
ENSG00000104783	KCNN4	Positional;eQTLGen_cis_eQTLs:GTEx/v8/Brain_Putamen_basal_ganglia	DB00228:DB00257:DB00468:DB01110:DB01159
ENSG00000226777	KIAA0125	eQTLGen_trans_eQTLs	NA
ENSG00000179698	KIAA1875	Positional	NA
ENSG00000129250	KIF1C	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000240403	KIR3DL2	eQTLGen_trans_eQTLs	NA
ENSG00000116014	KISS1R	eQTLGen_cis_eQTLs	DB05967
ENSG00000104892	KLC3	Positional;eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/Lepik_2017_ge_blood:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA
ENSG00000185909	KLHDC8B	eQTLGen_trans_eQTLs	NA
ENSG00000197705	KLHL14	eQTLGen_trans_eQTLs	NA
ENSG00000111796	KLRB1	eQTLGen_trans_eQTLs	NA
ENSG00000117009	KMO	eQTLGen_trans_eQTLs	NA
ENSG00000268341	L47234.1	Positional;PsychENCODE_eQTLs	NA
ENSG00000103642	LACTB	Positional;eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Lepik_2017_ge_blood:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000188186	LAMTOR4	Positional;eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2012_B-cell_CD19:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Spleen	NA
ENSG00000133424	LARGE	eQTLGen_trans_eQTLs	NA
ENSG00000157978	LDLRAP1	eQTLGen_trans_eQTLs	NA
ENSG00000138795	LEF1	eQTLGen_trans_eQTLs	DB00903
ENSG00000090530	LEPREL1	eQTLGen_trans_eQTLs	DB00126:DB00139:DB00172
ENSG00000170866	LILRA3	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000239961	LILRA4	GTEx/v8/Whole_Blood	NA
ENSG00000187116	LILRA5	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000104972	LILRB1	GTEx/v8/Whole_Blood	NA
ENSG00000131042	LILRB2	eQTLGen_cis_eQTLs	NA
ENSG00000105609	LILRB5	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000170858	LILRP2	GTEx/v8/Whole_Blood	NA
ENSG00000072163	LIMS2	eQTLGen_cis_eQTLs	NA
ENSG00000166035	LIPC	Positional	NA
ENSG00000077454	LRCH4	Positional;eQTLGen_cis_eQTLs:GTEx/v8/Brain_Cerebellum	NA
ENSG00000144749	LRIG1	eQTLGen_trans_eQTLs	NA
ENSG00000160959	LRRC14	eQTLGen_cis_eQTLs	NA
ENSG00000173114	LRRN3	eQTLGen_trans_eQTLs	NA
ENSG00000204392	LSM2	eQTLGen_cis_eQTLs	NA
ENSG00000204482	LST1	eQTLcatalogue/Fairfax_2014_naive:eQTLGen_cis_eQTLs	NA
ENSG00000226979	LTA	eQTLGen_cis_eQTLs	DB00005
ENSG00000227507	LTB	BRAINEAC/FCTX:BRAINEAC/aveALL	NA
ENSG00000240053	LY6G5B	eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLGen_cis_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cerebellum:GTEx/v8/Spleen	NA
ENSG00000204428	LY6G5C	eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA
ENSG00000204421	LY6G6C	eQTLGen_cis_eQTLs	NA
ENSG00000254087	LYN	eQTLGen_trans_eQTLs	DB01254:DB03023:DB06616:DB08901:DB09079:DB12010
ENSG00000197353	LYPD2	eQTLGen_trans_eQTLs	NA
ENSG00000110514	MADD	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Lepik_2017_ge_blood:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Whole_Blood	NA
ENSG00000179632	MAF1	Positional	NA
ENSG00000172005	MAL	eQTLGen_trans_eQTLs	NA
ENSG00000176909	MAMSTR	Positional;PsychENCODE_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA
ENSG00000169967	MAP3K2	eQTLGen_cis_eQTLs	DB06616:DB12010
ENSG00000007047	MARK4	Positional;eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	DB12010
ENSG00000214309	MBLAC1	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000166508	MCM7	Positional;PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:BRAINEAC/SNIG	NA
ENSG00000135272	MDFIC	eQTLGen_trans_eQTLs	NA
ENSG00000151376	ME3	eQTLGen_cis_eQTLs	DB00157:DB03680
ENSG00000214548	MEG3	eQTLGen_trans_eQTLs	NA
ENSG00000005102	MEOX1	eQTLGen_trans_eQTLs	NA
ENSG00000146834	MEPCE	eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Lepik_2017_ge_blood:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:CMC_SVA_cis	NA
ENSG00000204520	MICA	eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs	NA
ENSG00000204516	MICB	eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLGen_cis_eQTLs:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Putamen_basal_ganglia	NA
ENSG00000141503	MINK1	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	DB12010
ENSG00000208036	MIR106B	Positional	NA
ENSG00000265206	MIR142	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000207547	MIR25	Positional	NA
ENSG00000263649	MIR3135B	Positional	NA
ENSG00000199066	MIR330	Positional	NA
ENSG00000264583	MIR4487	Positional	NA
ENSG00000266154	MIR4658	Positional;BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000264399	MIR4736	Positional	NA
ENSG00000236901	MIR600HG	eQTLGen_trans_eQTLs	NA
ENSG00000207574	MIR661	Positional	NA
ENSG00000207757	MIR93	Positional	NA
ENSG00000167842	MIS12	eQTLGen_cis_eQTLs	NA
ENSG00000129270	MMP28	eQTLGen_trans_eQTLs	NA
ENSG00000106330	MOSPD3	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	NA
ENSG00000005381	MPO	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/Fairfax_2014_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	DB00244:DB00535:DB00583:DB01065:DB04821
ENSG00000197965	MPZL1	eQTLGen_trans_eQTLs	NA
ENSG00000185038	MROH2A	BRAINEAC/HIPP	NA
ENSG00000125901	MRPS26	eQTLGen_trans_eQTLs	NA
ENSG00000166928	MS4A14	eQTLGen_cis_eQTLs	NA
ENSG00000149534	MS4A2	Positional;eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	DB00043
ENSG00000149516	MS4A3	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000110079	MS4A4A	Positional;eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Whole_Blood	NA
